上海,奉贤,1000200003
黑龙江,鹤岗,1001700004
黑龙江,黑河,1001700005
黑龙江,鸡西,1001700006
上海,虹口,1000200004
上海,黄浦,1000200005
上海,嘉定,1000200006
上海,金山,1000200007
上海,静安,1000200008
黑龙江,绥化,1001700012
黑龙江,伊春,1001700013
湖北,鄂州,1001800001
湖北,恩施,1001800002
湖北,黄冈,1001800003
湖北,黄石,1001800004
湖北,荆门,1001800005
湖北,荆州,1001800006
湖北,潜江,1001800007
上海,卢湾,1000200009
湖北,十堰,1001800009
湖北,随州,1001800010
湖北,天门,1001800011
湖北,仙桃,1001800012
湖北,咸宁,1001800013
湖北,孝感,1001800014
湖北,宜昌,1001800015
湖北,武汉,1001800016
湖北,襄阳,1001800017
湖南,常德,1001900001
湖南,郴州,1001900002
湖南,衡阳,1001900003
湖南,怀化,1001900004
湖南,娄底,1001900005
湖南,邵阳,1001900006
湖南,湘潭,1001900007
湖南,湘西,1001900008
湖南,益阳,1001900009
湖南,永州,1001900010
湖南,岳阳,1001900011
上海,闵行,1000200010
湖南,长沙,1001900013
湖南,株洲,1001900014
吉林,白城,1002000001
吉林,白山,1002000002
上海,浦东,1000200011
吉林,辽源,1002000004
吉林,四平,1002000005
吉林,松原,1002000006
吉林,通化,1002000007
吉林,延边,1002000008
吉林,长春,1002000009
江苏,常州,1002100001
江苏,淮安,1002100002
上海,普陀,1000200012
江苏,南京,1002100004
江苏,南通,1002100005
江苏,苏州,1002100006
江苏,泰州,1002100007
江苏,无锡,1002100008
江苏,宿迁,1002100009
江苏,徐州,1002100010
江苏,盐城,1002100011
江苏,扬州,1002100012
江苏,镇江,1002100013
江西,抚州,1002200001
江西,赣州,1002200002
江西,吉安,1002200003
上海,青浦,1000200013
江西,九江,1002200005
江西,南昌,1002200006
江西,萍乡,1002200007
江西,上饶,1002200008
江西,新余,1002200009
江西,宜春,1002200010
江西,鹰潭,1002200011
辽宁,鞍山,1002300001
辽宁,本溪,1002300002
上海,松江,1000200014
辽宁,大连,1002300004
辽宁,丹东,1002300005
辽宁,抚顺,1002300006
辽宁,阜新,1002300007
上海,徐汇,1000200015
辽宁,锦州,1002300009
辽宁,辽阳,1002300010
辽宁,盘锦,1002300011
辽宁,沈阳,1002300012
辽宁,铁岭,1002300013
辽宁,营口,1002300014
上海,杨浦,1000200016
上海,闸北,1000200017
内蒙古,包头,1002400003
内蒙古,赤峰,1002400004
上海,长宁,1000200018
上海,南汇,1000200019
天津,宝坻,1000300001
内蒙古,通辽,1002400008
内蒙古,乌海,1002400009
天津,北辰,1000300002
天津,滨海,1000300003
天津,东丽,1000300004
宁夏,固原,1002500001
天津,和平,1000300005
宁夏,吴忠,1002500003
宁夏,银川,1002500004
宁夏,中卫,1002500005
青海,海东,1002600001
北京,崇文,1000100003
青海,海西,1002600003
青海,西宁,1002600004
青海,玉树,1002600005
青海,海北,1002600006
青海,黄南,1002600007
山东,滨州,1002700001
山东,德州,1002700002
山东,东营,1002700003
山东,菏泽,1002700004
山东,济南,1002700005
山东,济宁,1002700006
山东,莱芜,1002700007
山东,聊城,1002700008
山东,临沂,1002700009
山东,青岛,1002700010
山东,日照,1002700011
山东,泰安,1002700012
山东,威海,1002700013
山东,潍坊,1002700014
山东,烟台,1002700015
山东,枣庄,1002700016
山东,淄博,1002700017
山西,大同,1002800001
山西,晋城,1002800002
山西,晋中,1002800003
山西,临汾,1002800004
山西,吕梁,1002800005
山西,朔州,1002800006
山西,太原,1002800007
山西,忻州,1002800008
山西,阳泉,1002800009
山西,运城,1002800010
山西,长治,1002800011
陕西,安康,1002900001
陕西,宝鸡,1002900002
陕西,汉中,1002900003
陕西,商洛,1002900004
陕西,铜川,1002900005
陕西,渭南,1002900006
陕西,西安,1002900007
陕西,咸阳,1002900008
陕西,延安,1002900009
陕西,榆林,1002900010
四川,阿坝,1003000001
四川,巴中,1003000002
四川,成都,1003000003
四川,达州,1003000004
四川,德阳,1003000005
四川,甘孜,1003000006
四川,广安,1003000007
四川,广元,1003000008
四川,乐山,1003000009
四川,凉山,1003000010
四川,泸州,1003000011
四川,眉山,1003000012
四川,绵阳,1003000013
四川,南充,1003000014
四川,内江,1003000015
天津,河东,1000300007
四川,遂宁,1003000017
四川,雅安,1003000018
四川,宜宾,1003000019
四川,资阳,1003000020
四川,自贡,1003000021
西藏,昌都,1003100001
西藏,拉萨,1003100002
西藏,林芝,1003100003
西藏,那曲,1003100004
天津,河西,1000300008
天津,红桥,1000300009
天津,津南,1000300010
天津,静海,1000300011
天津,南开,1000300012
新疆,昌吉,1003200005
新疆,哈密,1003200006
新疆,和田,1003200007
新疆,喀什,1003200008
天津,宁河,1000300013
天津,武清,1000300014
天津,西青,1000300015
天津,蓟县,1000300016
重庆,巴南,1000400001
重庆,北碚,1000400002
新疆,伊犁,1003200015
云南,保山,1003300001
云南,楚雄,1003300002
云南,大理,1003300003
云南,德宏,1003300004
云南,迪庆,1003300005
云南,红河,1003300006
云南,昆明,1003300007
云南,丽江,1003300008
云南,临沧,1003300009
云南,怒江,1003300010
云南,普洱,1003300011
云南,曲靖,1003300012
云南,文山,1003300013
重庆,璧山,1000400003
云南,玉溪,1003300015
云南,昭通,1003300016
浙江,杭州,1003400001
浙江,湖州,1003400002
浙江,嘉兴,1003400003
浙江,金华,1003400004
浙江,丽水,1003400005
浙江,宁波,1003400006
浙江,衢州,1003400007
浙江,绍兴,1003400008
浙江,台州,1003400009
浙江,温州,1003400010
浙江,舟山,1003400011
北京,北京,1000100000
上海,上海,1000200000
天津,天津,1000300000
重庆,重庆,1000400000
香港,香港,1000500000
澳门,澳门,1000600000
台湾,台湾,1000700000
安徽,安徽,1000800000
福建,福建,1000900000
甘肃,甘肃,1001000000
广东,广东,1001100000
广西,广西,1001200000
贵州,贵州,1001300000
海南,海南,1001400000
河北,河北,1001500000
河南,河南,1001600000
黑龙江,黑龙江,1001700000
湖北,湖北,1001800000
湖南,湖南,1001900000
吉林,吉林,1002000000
江苏,江苏,1002100000
江西,江西,1002200000
辽宁,辽宁,1002300000
内蒙古,内蒙古,1002400000
宁夏,宁夏,1002500000
青海,青海,1002600000
山东,山东,1002700000
山西,山西,1002800000
陕西,陕西,1002900000
四川,四川,1003000000
西藏,西藏,1003100000
新疆,新疆,1003200000
云南,云南,1003300000
浙江,浙江,1003400000
